omega_lin,omega_log,U1.0_lor,U1.0_gau,U1.0_log,U2.0_lor,U2.0_gau,U2.0_log,U2.4_lor,U2.4_gau,U2.4_log,U4.0_lor,U4.0_gau,U4.0_log
-1.4,-0.004010734435026761,0.25655724091754295,0.26302908614461185,6.28403105093648e-14,0.5608246825277658,0.5865317061858375,9.798757609819749e-11,0.6442963231123449,0.6778136973660962,3.981717310011106e-7,0.8138852126599996,0.7952415379874049,6.133978820385054e-39
-1.39,-0.003905619422535104,0.25218217228759127,0.268314753209448,4.741347624735961e-14,0.5688989718266375,0.5926090069030615,9.360905402344853e-11,0.6667100583697967,0.6840762381737122,4.0801922567020547e-7,0.8220671448175277,0.7929073542233195,2.7135899423889613e-39
-1.38,-0.0038032593084367746,0.2541212380418332,0.2737642903283604,3.563478231211529e-14,0.5941175884263303,0.599778189043691,9.081610269323571e-11,0.7057172127663391,0.6919954081158568,4.1872406184780586e-7,0.8250556315449374,0.7914851510890502,1.1958053900107843e-39
-1.37,-0.003703581891197686,0.26469266543756154,0.27943269403837234,2.6677991093647002e-14,0.6227322356774058,0.6072560735783583,8.928472635630256e-11,0.738163915315934,0.6998475970406457,4.3035592620792445e-7,0.8169226678475131,0.7907976818621804,5.249174459933136e-40
-1.36,-0.003606516861571878,0.2792200748745282,0.28521199989068147,1.9894687991794268e-14,0.6366253992104982,0.6141112544334564,8.876427605192556e-11,0.7418328682984718,0.7062396268154438,4.429833832797891e-7,0.809566472920684,0.7903412373247779,2.2952796259783004e-40
-1.35,-0.003511995753007638,0.28857201520819703,0.2909241327326361,1.477831015178745e-14,0.6287026975464362,0.6199302656106759,8.906263234996175e-11,0.7187903295006586,0.711042423042842,4.566731938741351e-7,0.8137020618745222,0.7894159416443155,9.997563505851848e-41
-1.34,-0.003419951893353394,0.2878302611159379,0.29647102666366226,1.0934903873406214e-14,0.6110104204359962,0.6250607189834951,9.003416702451663e-11,0.6931688537151294,0.7153606918708474,4.714896898495565e-7,0.8228813023848269,0.7873495001066236,4.33777078228359e-41
-1.33,-0.0033303203578293247,0.2825364423992017,0.30190499535561166,8.059476682698877e-15,0.6028088545925501,0.6302686708425808,9.157001888169491e-11,0.6871360027845091,0.7206065075124365,4.874942034354394e-7,0.822023694287996,0.7837418997690251,1.8747906065121565e-41
-1.32,-0.003243037923231504,0.282142170658105,0.30735971505624804,5.916974596452792e-15,0.6142768898691764,0.636102623060873,9.359028441492443e-11,0.7080306381754617,0.7273912719445095,5.047445494958856e-7,0.8094851533707225,0.7786337177844497,8.071468686886234e-42
-1.31,-0.0031580430233362875,0.2910329497021123,0.3129108244637855,4.327060834668471e-15,0.6409913944275633,0.6424698249804787,9.603778305821583e-11,0.7467362202736539,0.7350604851168107,5.232945591683089e-7,0.7982293088393728,0.7725133345300376,3.461512295681958e-42
