omega,Re_I,Im_I,Re_FL,Im_FL,Re_FR,Im_FR,Re_G,Im_G
-0.96,1.9423326586620562,-0.22092760635630732,-1.7309027376413244,0.14561824422732444,-1.7309027376413244,0.14561824422732444,0.6520774766162195,-0.10729246673556918
-0.95,1.8878709338496718,-0.16999962910420763,-1.701942993167986,0.11221086337110263,-1.701942993167986,0.11221086337110263,0.63247347110364,-0.0828844243775973
-0.94,1.8292765154065984,-0.12626247336078342,-1.670057205451445,0.08344341535681385,-1.670057205451445,0.08344341535681385,0.6105215470765452,-0.061780978101300406
-0.93,1.7684429845263412,-0.09031093808105764,-1.6365034909444498,0.059745348764400644,-1.6365034909444498,0.059745348764400644,0.5871493112484972,-0.044334416811831964
-0.92,1.7072719461664112,-0.06208260091815618,-1.602553176524625,0.04110556237507428,-1.602553176524625,0.04110556237507428,0.5633030601091891,-0.0305682062205008
-0.91,1.647426122205314,-0.040944300784774096,-1.569324279076563,0.027128017336516146,-1.569324279076563,0.027128017336516146,0.5398224323319766,-0.020215572498641164
-0.9,1.590161423360004,-0.025866647864824063,-1.5376672695226319,0.017147131497315306,-1.5376672695226319,0.017147131497315306,0.5173530947940786,-0.012803575754252066
-0.89,1.5362612838268292,-0.015632512902249946,-1.5081191793495745,0.010366812792811979,-1.5081191793495745,0.010366812792811979,0.49631002192147344,-0.0077559724475237835
-0.88,1.486064993456912,-0.009027331199712378,-1.4809208772891929,0.005988037656470179,-1.4809208772891929,0.005988037656470179,0.47688808683143313,-0.004488608634040232
-0.87,1.4395597537631226,-0.004976287869663121,-1.4560774381757302,0.003301319331163996,-1.4560774381757302,0.003301319331163996,0.45910538489077024,-0.0024793689927373134
-0.86,1.3964988483751055,-0.002616422650014562,-1.433436457522629,0.0017357978800033812,-1.433436457522629,0.0017357978800033812,0.442860675733464,-0.0013060935639466194
-0.85,1.3565139329669873,-0.00131119969732048,-1.4127628227303475,0.0008698116247820937,-1.4127628227303475,0.0008698116247820937,0.42798883616978733,-0.0006557248022961853
-0.84,1.3192020911679763,-0.0006259604072751367,-1.393796874244105,0.0004151713073687606,-1.393796874244105,0.0004151713073687606,0.41430437392129327,-0.00031358060126154667
-0.83,1.2841815376013417,-0.00028454542749280443,-1.3762917523427567,0.00018867651318761378,-1.3762917523427567,0.00018867651318761378,0.40162964170128446,-0.00014278198505921044
-0.82,1.2511194022486174,-0.0001231227309188993,-1.3600321435360445,8.161204863369411e-5,-1.3600321435360445,8.161204863369411e-5,0.38980922773470184,-6.188072675917182e-5
-0.81,1.2197395774996804,-5.0699221405671666e-5,-1.3448397119253697,3.359181002150492e-5,-1.3448397119253697,3.359181002150492e-5,0.3787143635170004,-2.5520830283111767e-5
-0.8,1.189819050183342,-1.9864056745391733e-5,-1.3305708194309753,1.3154810623685901e-5,-1.3305708194309753,1.3154810623685901e-5,0.3682414915495996,-1.001435521618825e-5
-0.79,1.1611792924667594,-7.4044173292832e-6,-1.317110918405804,4.900753221278001e-6,-1.317110918405804,4.900753221278001e-6,0.35830826579551056,-3.7384878224274534e-6
-0.78,1.1336768079470103,-2.625675375306229e-6,-1.3043683526413805,1.7367667900528113e-6,-1.3043683526413805,1.7367667900528113e-6,0.348849045828137,-1.3276606938615666e-6
-0.77,1.1071948281145794,-8.857284712608381e-7,-1.2922689025976677,5.854712425994406e-7,-1.2922689025976677,5.854712425994406e-7,0.33981090319353074,-4.4851840590029944e-7
-0.76,1.0816367812350887,-2.842215284854314e-7,-1.2807514945913174,1.8773504198865442e-7,-1.2807514945913174,1.8773504198865442e-7,0.331150470311858,-1.4413314109917066e-7
-0.75,1.0569214493114203,-8.675559946079266e-8,-1.2697650218229402,5.726000555851481e-8,-1.2697650218229402,5.726000555851481e-8,0.32283160416410867,-4.4058095033574775e-8
-0.74,1.0329794707181013,-2.5188702190582558e-8,-1.2592660522096006,1.6611564616479887e-8,-1.2592660522096006,1.6611564616479887e-8,0.31482370318644887,-1.281001166173544e-8
-0.73,1.0097508234670614,-6.955988562104799e-9,-1.2492171821596931,4.583562930752161e-9,-1.2492171821596931,4.583562930752161e-9,0.3071005009325451,-3.5425189980808065e-9
-0.72,0.987182992279727,-1.8269453837414763e-9,-1.2395858402940976,1.2028223770202277e-9,-1.2395858402940976,1.2028223770202277e-9,0.2996391918924771,-9.317131213893734e-10
-0.71,0.9652296059541172,-4.5631565452599445e-10,-1.2303434001740174,3.001705526403882e-10,-1.2303434001740174,3.001705526403882e-10,0.2924197851529318,-2.3303360221223497e-10
-0.7,0.9438494004843017,-1.0837453661598502e-10,-1.2214645067030918,7.122869305889341e-11,-1.2214645067030918,7.122869305889341e-11,0.2854246152729327,-5.542037644048979e-11
-0.69,0.9230054123174376,-2.447080836531685e-11,-1.2129265532156819,1.6069492045597675e-11,-1.2129265532156819,1.6069492045597675e-11,0.2786379637375437,-1.2530577796647225e-11
-0.68,0.902664338344062,-5.252327437701913e-12,-1.2047092675400182,3.446161131806992e-12,-1.2047092675400182,3.446161131806992e-12,0.272045760155622,-2.6930557216772225e-12
-0.67,0.8827960197860135,-1.0713824293312986e-12,-1.1967943788976398,7.023680000692636e-13,-1.1967943788976398,7.023680000692636e-13,0.2656353424478596,-5.500438410156474e-13
-0.66,0.863373020267673,-2.0764144366222607e-13,-1.1891653461488312,1.3601274408294819e-13,-1.1891653461488312,1.3601274408294819e-13,0.25939526168594335,-1.067363615074214e-13
-0.65,0.8443702768777638,-3.822308945958441e-14,-1.1818071335034899,2.5017738641313618e-14,-1.1818071335034899,2.5017738641313618e-14,0.25331512139630463,-1.9672226650668084e-14
-0.64,0.8257648087179265,-6.6806830414413315e-15,-1.17470602355713,4.3693154378324846e-15,-1.17470602355713,4.3693154378324846e-15,0.24738544390428516,-3.442381575928808e-15
-0.63,0.8075354713465478,-1.1081918408339088e-15,-1.1678494600808838,7.242580692443054e-16,-1.1678494600808838,7.242580692443054e-16,0.24159755818755466,-5.716650645072756e-16
-0.62,0.7896627482921785,-1.7438078371118155e-16,-1.1612259148084685,1.1388859600140963e-16,-1.1612259148084685,1.1388859600140963e-16,0.23594350504138176,-9.005115148228146e-17
-0.61,0.7721285728129648,-2.601593488900854e-17,-1.1548247737748076,1.698020993280626e-17,-1.1548247737748076,1.698020993280626e-17,0.23041595632082387,-1.344828561564128e-17
-0.6,0.7549161745570002,-3.677777402353561e-18,-1.1486362397285668,2.399003518092649e-18,-1.1486362397285668,2.399003518092649e-18,0.22500814573351885,-1.9029205895772825e-18
-0.59,0.7380099468886543,-4.923455771797349e-19,-1.1426512478666007,3.2097983379869637e-19,-1.1426512478666007,3.2097983379869637e-19,0.2197138091873565,-2.549661324572153e-19
-0.58,0.7213953314914713,-6.237601626721197e-20,-1.136861392690479,4.064510236734905e-20,-1.136861392690479,4.064510236734905e-20,0.21452713310037635,-3.2327794382831975e-20
-0.57,0.705058717510365,-7.473938654792283e-21,-1.131258864210657,4.867919506119085e-21,-1.131258864210657,4.867919506119085e-21,0.2094427093902549,-3.876347004123389e-21
-0.56,0.6889873530042419,-8.464273142704113e-22,-1.1258363920552774,5.510697894656814e-22,-1.1258363920552774,5.510697894656814e-22,0.2044554961018911,-4.392853534857515e-22
-0.55,0.6731692668806785,-9.054610283691859e-23,-1.1205871963011447,5.892894686460902e-23,-1.1205871963011447,5.892894686460902e-23,0.19956078282102424,-4.7019836616317414e-23
-0.54,0.6575931998023281,-9.143943377779749e-24,-1.1155049440514608,5.949112967744742e-24,-1.1155049440514608,5.949112967744742e-24,0.19475416017192185,-4.7508474271175806e-24
-0.53,0.6422485428096255,-8.71244294749856e-25,-1.1105837109503836,5.666761188956802e-25,-1.1105837109503836,5.666761188956802e-25,0.1900314928172186,-4.528740763772357e-25
-0.52,0.6271252826100766,-7.828264444390788e-26,-1.105817946958027,5.090399402529384e-26,-1.105817946958027,5.090399402529384e-26,0.18538889547454987,-4.070790682335794e-26
-0.51,0.6122139526515187,-6.629875609571074e-27,-1.1012024458179588,4.31019465444898e-27,-1.1012024458179588,4.31019465444898e-27,0.18082271154299315,-3.448834838574541e-27
