omega,spectrum
-0.4125,0.016637107088278057
-0.4,0.01669325591030688
-0.3875,0.016738014111284078
-0.375,0.01677185022672201
-0.3625,0.01679978954434134
-0.35,0.016828791916709534
-0.3375,0.01687472199411992
-0.325,0.016961383029117417
-0.3125,0.01710352033391005
-0.3,0.017304087066374426
-0.2875,0.01756558912584013
-0.275,0.017889664340106977
-0.2625,0.018278601832821387
-0.25,0.01873894177336058
-0.2375,0.019269725314794085
-0.225,0.019848935445718703
-0.2125,0.02044340109524163
-0.2,0.021033377963952448
-0.1875,0.021599644112307047
-0.175,0.022106575311739242
-0.1625,0.022544917279824044
-0.15,0.02295252640743483
-0.1375,0.023365723191379122
-0.125,0.02379046613126307
-0.1125,0.02426159218235186
-0.1,0.024851428897758675
-0.0875,0.025619618524477448
-0.075,0.02665736803402921
-0.0625,0.028113837462588696
-0.05,0.030178941609728564
-0.0375,0.03301079103792185
-0.025,0.036477408318977056
-0.0125,0.0394431818949245
0.0,0.03945593138820742
0.0125,0.03560224016428095
0.025,0.030211112742058316
0.0375,0.025434017084412487
0.05,0.02173598025448764
0.0625,0.01889443964979571
0.075,0.0166364500642038
0.0875,0.01475381448907364
0.1,0.013163112645637211
0.1125,0.011899597791167539
0.125,0.010805262045091323
0.1375,0.009668760610669121
0.15,0.008571144265186174
0.1625,0.007687269996514994
0.175,0.007074195610115818
0.1875,0.00672691647764045
0.2,0.006626605194571372
0.2125,0.006703794393447679
0.225,0.006751692232128863
0.2375,0.006508337998616447
0.25,0.005991216212148953
0.2625,0.005437389322642372
0.275,0.00498134976926216
0.2875,0.004641198174220119
0.3,0.004404067474882501
0.3125,0.004257208129785282
0.325,0.004194802160824773
0.3375,0.004220428279844229
0.35,0.0043484610336571115
0.3625,0.004601784247116074
0.375,0.004991259278903657
0.3875,0.005446480130540122
0.4,0.005735503626377335
0.4125,0.005641760200928113
0.425,0.005289335702926509
0.4375,0.004941716568856914
0.45,0.004720603532952787
0.4625,0.004652665188007228
0.475,0.0047500031611378635
0.4875,0.005024671191190816
0.5,0.00545175417365737
0.5125,0.005875434464280934
0.525,0.006015840426464151
0.5375,0.005807998435697577
0.55,0.005510485328132908
0.5625,0.005344371350026644
0.575,0.0053860143097583125
0.5875,0.005645997229148916
0.6,0.006052713147018915
0.6125,0.006372304294655002
0.625,0.00635527305248897
0.6375,0.0060989132334062605
0.65,0.005895674024738113
0.6625,0.005906484493133423
0.675,0.006158779398849081
0.6875,0.006559378644939549
0.7,0.006846070749495606
0.7125,0.00680624045142155
0.725,0.006607120769566949
0.7375,0.006542140303256698
0.75,0.006725492960400566
0.7625,0.007069790907291572
0.775,0.00729618815936608
0.7875,0.00721543375192324
0.8,0.007025007534628966
0.8125,0.0070054722266722595
0.825,0.007226234790559019
0.8375,0.007504811759920849
0.85,0.007538892878638509
0.8625,0.007303882921191944
0.875,0.0070907008176333535
0.8875,0.007122928903793357
0.9,0.007417625098391451
0.9125,0.007798497272770464
0.925,0.007953946204962389
0.9375,0.007808809555285802
0.95,0.007662646607516004
0.9625,0.007766739869876095
0.975,0.008125469144029585
0.9875,0.008517073012391855
1.0,0.008636686063439234
1.0125,0.008516914903841195
1.025,0.008504932737284315
1.0375,0.008794378511556811
1.05,0.009271492550178822
1.0625,0.009624917302305356
1.075,0.009704030737155037
1.0875,0.009774715357769866
1.1,0.010137583475921693
1.1125,0.010733523092514246
1.125,0.011223369209253199
1.1375,0.011519276403272403
1.15,0.011900186459222075
1.1625,0.012401803403872943
1.175,0.012786628519583045
1.1875,0.013100145770715178
1.2,0.013486277684047381
1.2125,0.013812762720887625
1.225,0.014088931597343259
1.2375,0.014451027785764266
1.25,0.014790770639411196
1.2625,0.015083921598210003
1.275,0.015383374551661829
1.2875,0.015590617214906823
1.3,0.0157886236080106
1.3125,0.016051897250451367
1.325,0.01623761369106928
1.3375,0.016431220056558435
1.35,0.016768098891571104
1.3625,0.017077755703756463
1.375,0.017353386180844747
1.3875,0.017796048540366937
1.4,0.01828830668534449
1.4125,0.018704552672600253
1.425,0.019269196444725013
